#time(ns),px,py,pz,qw,qx,qy,qz,vx,vy,vz,bwx,bwy,bwz,bax,bay,baz
1662925815520411392,0.150748,1.30556,1.56839,0.178621,-0.220052,0.775629,-0.563978,0.227329,-0.103166,0.0842654,-0.000949683,0.00162638,-0.0027264,0.0941111,0.0865088,0.00825737
1662925815530411520,0.153038,1.30456,1.5692,0.176484,-0.220464,0.775373,-0.564841,0.230557,-0.0979486,0.077313,-0.000949746,0.00162628,-0.00272658,0.0940526,0.0865869,0.00830006
1662925815540411392,0.155361,1.3036,1.56994,0.174414,-0.220901,0.775042,-0.565768,0.234251,-0.093803,0.0707611,-0.000949819,0.00162617,-0.00272676,0.0939927,0.0866691,0.00834406
1662925815550411520,0.157726,1.30267,1.57062,0.172434,-0.221377,0.774626,-0.566757,0.238922,-0.0920366,0.0644827,-0.0009499,0.00162605,-0.00272694,0.0939317,0.0867553,0.0083893
1662925815560411392,0.160143,1.30174,1.57123,0.170553,-0.2219,0.774155,-0.567765,0.24479,-0.0939381,0.0580956,-0.00094999,0.00162593,-0.00272712,0.0938697,0.0868453,0.00843559
1662925815570411520,0.162625,1.30078,1.57178,0.168711,-0.222425,0.773705,-0.568722,0.251729,-0.098543,0.0509773,-0.000950089,0.0016258,-0.00272729,0.0938069,0.0869392,0.00848271
1662925815580411392,0.165178,1.29977,1.57225,0.166892,-0.222949,0.773372,-0.569505,0.258849,-0.104316,0.0432703,-0.000950196,0.00162567,-0.00272747,0.0937434,0.0870369,0.00853043
1662925815590411520,0.167796,1.2987,1.57265,0.165096,-0.223487,0.773204,-0.570046,0.264422,-0.109138,0.0350629,-0.000950312,0.00162552,-0.00272764,0.0936795,0.0871382,0.00857853
1662925815600411392,0.170459,1.29759,1.57295,0.163357,-0.224057,0.773173,-0.570365,0.267624,-0.111298,0.0263829,-0.000950437,0.00162538,-0.00272781,0.0936153,0.0872429,0.00862676
1662925815610411520,0.173142,1.29648,1.57317,0.161683,-0.224653,0.77321,-0.570557,0.268636,-0.110643,0.0173233,-0.000950571,0.00162522,-0.00272797,0.0935512,0.0873504,0.00867503
1662925815620411392,0.175831,1.29539,1.5733,0.160067,-0.225258,0.773236,-0.570739,0.269285,-0.107947,0.00818287,-0.000950713,0.00162506,-0.00272814,0.0934874,0.0874603,0.00872333
1662925815630411264,0.178533,1.29433,1.57334,0.158515,-0.225864,0.773199,-0.570984,0.271552,-0.104798,-0.00108488,-0.000950864,0.00162489,-0.0027283,0.093424,0.0875717,0.0087717
1662925815640411392,0.181267,1.29329,1.57328,0.156962,-0.226486,0.773103,-0.571296,0.275417,-0.103157,-0.00991069,-0.000951025,0.00162471,-0.00272846,0.0933613,0.0876839,0.00882028
1662925815650411264,0.184046,1.29226,1.57314,0.155366,-0.227105,0.773,-0.571626,0.280293,-0.103156,-0.0180503,-0.000951197,0.00162452,-0.00272862,0.0932997,0.0877965,0.00886929
1662925815660411392,0.186876,1.29122,1.57292,0.153758,-0.227738,0.772918,-0.571919,0.285752,-0.104922,-0.0252867,-0.000951378,0.00162433,-0.00272877,0.0932399,0.0879088,0.00891905
1662925815670411264,0.189762,1.29016,1.57264,0.152136,-0.228408,0.772895,-0.572117,0.291388,-0.107557,-0.0323258,-0.000951568,0.00162413,-0.00272892,0.0931821,0.0880202,0.00896985
1662925815680411392,0.192701,1.28907,1.57227,0.150517,-0.229114,0.772968,-0.572164,0.296031,-0.110036,-0.039988,-0.000951768,0.00162392,-0.00272907,0.0931268,0.0881302,0.00902197
1662925815690411264,0.195672,1.28797,1.57184,0.148912,-0.229868,0.773165,-0.572016,0.297667,-0.110463,-0.0477933,-0.000951976,0.00162371,-0.00272921,0.0930743,0.0882379,0.0090756
1662925815700411392,0.198647,1.28688,1.57132,0.147379,-0.230649,0.773458,-0.571702,0.297167,-0.10711,-0.0552093,-0.000952193,0.00162349,-0.00272935,0.0930249,0.0883433,0.00913069
1662925815710411264,0.201617,1.28584,1.57073,0.145967,-0.231422,0.773729,-0.571385,0.296825,-0.100354,-0.0620289,-0.000952416,0.00162326,-0.00272948,0.0929789,0.088446,0.00918696
1662925815720411392,0.204588,1.28487,1.57008,0.144641,-0.23221,0.773871,-0.57121,0.297389,-0.092769,-0.068531,-0.000952647,0.00162303,-0.00272961,0.0929361,0.0885458,0.00924411
1662925815730411264,0.207569,1.28398,1.56936,0.143427,-0.233097,0.773874,-0.571151,0.298822,-0.0863621,-0.0749587,-0.000952885,0.00162279,-0.00272974,0.0928967,0.0886426,0.00930184
1662925815740411392,0.210567,1.28314,1.56858,0.142272,-0.234016,0.773804,-0.571158,0.300862,-0.0813778,-0.0815182,-0.000953129,0.00162254,-0.00272986,0.0928606,0.0887362,0.00935975
1662925815750411264,0.213589,1.28235,1.56773,0.141152,-0.234946,0.773703,-0.571192,0.303303,-0.077941,-0.0881939,-0.000953379,0.00162229,-0.00272998,0.0928281,0.0888269,0.00941737
1662925815760411136,0.216632,1.28158,1.56681,0.140132,-0.235914,0.773596,-0.571189,0.304987,-0.0763839,-0.0952321,-0.000953635,0.00162203,-0.00273009,0.0927991,0.0889147,0.0094742
1662925815770411264,0.219689,1.28081,1.56582,0.139212,-0.236925,0.773547,-0.571062,0.306371,-0.0760657,-0.102203,-0.000953897,0.00162176,-0.0027302,0.0927738,0.0889998,0.00952983
1662925815780411136,0.222765,1.28006,1.56476,0.138397,-0.237922,0.773584,-0.570795,0.308928,-0.0752352,-0.109287,-0.000954165,0.0016215,-0.0027303,0.0927521,0.089082,0.00958377
1662925815790411264,0.225869,1.27932,1.56363,0.137616,-0.238911,0.773698,-0.570417,0.311492,-0.0727999,-0.116503,-0.000954438,0.00162122,-0.0027304,0.092734,0.0891615,0.00963553
1662925815800411136,0.228995,1.27861,1.56243,0.136843,-0.239889,0.773869,-0.56996,0.313558,-0.0677249,-0.123302,-0.000954717,0.00162094,-0.00273049,0.0927196,0.0892385,0.00968475
1662925815810411264,0.232142,1.27797,1.56117,0.136101,-0.240838,0.774029,-0.56952,0.315656,-0.0599183,-0.129983,-0.000955001,0.00162066,-0.00273058,0.0927089,0.0893132,0.00973136
1662925815820411136,0.235307,1.27742,1.55984,0.135368,-0.241797,0.774113,-0.569174,0.317067,-0.050729,-0.136235,-0.000955291,0.00162038,-0.00273066,0.0927016,0.0893856,0.00977539
1662925815830411264,0.238483,1.27696,1.55844,0.134655,-0.24278,0.774084,-0.568964,0.317946,-0.0416696,-0.142373,-0.000955586,0.00162008,-0.00273074,0.0926976,0.0894559,0.00981685
1662925815840411136,0.241667,1.27658,1.55699,0.133968,-0.243773,0.773942,-0.568894,0.318582,-0.0343838,-0.14835,-0.000955888,0.00161979,-0.00273081,0.0926966,0.089524,0.00985585
1662925815850411264,0.244855,1.27626,1.55547,0.133302,-0.244753,0.773716,-0.568938,0.319051,-0.0299347,-0.154057,-0.000956195,0.0016195,-0.00273087,0.0926989,0.0895903,0.00989246
1662925815860411136,0.248053,1.27597,1.5539,0.132655,-0.245708,0.773464,-0.56902,0.320466,-0.0283498,-0.159995,-0.000956508,0.0016192,-0.00273093,0.0927041,0.0896554,0.00992661
1662925815870411264,0.251269,1.27568,1.55227,0.132034,-0.246651,0.773254,-0.569042,0.322791,-0.0296699,-0.165993,-0.000956826,0.00161889,-0.00273098,0.0927123,0.0897195,0.00995815
1662925815880411136,0.254513,1.27537,1.55058,0.131389,-0.247547,0.773156,-0.568935,0.325883,-0.0317592,-0.172256,-0.00095715,0.00161859,-0.00273103,0.0927232,0.0897829,0.00998697
1662925815890411264,0.257789,1.27505,1.54883,0.130709,-0.248389,0.773185,-0.568685,0.329113,-0.0325293,-0.178801,-0.00095748,0.00161828,-0.00273106,0.0927365,0.0898459,0.010013
1662925815900411136,0.261095,1.27473,1.547,0.129989,-0.249206,0.773305,-0.568329,0.332001,-0.03061,-0.18564,-0.000957816,0.00161797,-0.00273109,0.0927523,0.0899088,0.0100365
1662925815910411008,0.264426,1.27445,1.54511,0.129229,-0.250007,0.77344,-0.567968,0.33375,-0.0262681,-0.193063,-0.000958159,0.00161766,-0.00273112,0.0927703,0.0899715,0.0100575
1662925815920411136,0.267764,1.27421,1.54314,0.128437,-0.250822,0.773539,-0.567653,0.333521,-0.0208864,-0.200756,-0.000958508,0.00161735,-0.00273113,0.0927901,0.0900339,0.0100763
1662925815930411008,0.271093,1.27403,1.5411,0.127647,-0.251643,0.773601,-0.567382,0.331975,-0.0155711,-0.208326,-0.000958863,0.00161703,-0.00273114,0.0928114,0.0900957,0.0100933
1662925815940411136,0.274401,1.27389,1.53898,0.126906,-0.252444,0.773626,-0.567159,0.329447,-0.0118453,-0.215586,-0.000959224,0.00161671,-0.00273114,0.092834,0.0901567,0.0101086
1662925815950411008,0.277681,1.27378,1.53678,0.126234,-0.253229,0.773626,-0.566959,0.326632,-0.0106817,-0.222562,-0.000959592,0.00161639,-0.00273113,0.0928579,0.0902167,0.0101224
1662925815960411136,0.28094,1.27367,1.53452,0.125652,-0.253951,0.773638,-0.566749,0.325446,-0.0125569,-0.229279,-0.000959966,0.00161606,-0.00273111,0.0928833,0.0902755,0.0101348
1662925815970411008,0.284201,1.27352,1.5322,0.125143,-0.25459,0.77372,-0.566463,0.327105,-0.0172605,-0.23638,-0.000960347,0.00161574,-0.00273108,0.0929105,0.0903328,0.010146
1662925815980411136,0.28749,1.27332,1.5298,0.124672,-0.255154,0.773935,-0.56602,0.330726,-0.0233431,-0.24386,-0.000960733,0.0016154,-0.00273105,0.0929396,0.0903884,0.0101561
1662925815990411008,0.290817,1.27305,1.52732,0.124207,-0.255627,0.774334,-0.565362,0.334614,-0.0293707,-0.251657,-0.000961125,0.00161507,-0.002731,0.0929711,0.0904419,0.0101653
1662925816000411136,0.294181,1.27274,1.52476,0.123728,-0.256014,0.774918,-0.564492,0.33793,-0.033449,-0.259192,-0.000961522,0.00161473,-0.00273094,0.093005,0.0904932,0.0101731
1662925816010411008,0.297574,1.27239,1.52213,0.123258,-0.256318,0.77562,-0.563491,0.340588,-0.0348475,-0.26662,-0.000961922,0.00161439,-0.00273087,0.0930417,0.0905423,0.0101793
1662925816020411136,0.300994,1.27205,1.51943,0.122823,-0.256573,0.776351,-0.562462,0.343261,-0.0350188,-0.274253,-0.000962327,0.00161405,-0.00273079,0.0930814,0.090589,0.0101836
1662925816030411008,0.304441,1.27169,1.51665,0.122448,-0.256818,0.777098,-0.561399,0.34601,-0.0350579,-0.281939,-0.000962736,0.0016137,-0.0027307,0.0931243,0.0906331,0.0101861
1662925816040410880,0.307921,1.27135,1.51379,0.122112,-0.257021,0.777926,-0.560232,0.350126,-0.0343082,-0.289508,-0.000963148,0.00161335,-0.0027306,0.0931706,0.0906744,0.0101864
1662925816050411008,0.311448,1.27102,1.51085,0.121767,-0.257174,0.778839,-0.558968,0.355236,-0.0317289,-0.296896,-0.000963562,0.001613,-0.00273049,0.0932202,0.0907128,0.0101843
1662925816060410880,0.315026,1.27072,1.50785,0.121389,-0.257292,0.779807,-0.557644,0.360113,-0.0267957,-0.303411,-0.000963979,0.00161264,-0.00273037,0.0932732,0.0907485,0.0101799
1662925816070411008,0.318647,1.27049,1.50479,0.120955,-0.257379,0.780788,-0.556324,0.363888,-0.0200113,-0.309093,-0.000964399,0.00161228,-0.00273024,0.0933292,0.0907816,0.0101736
1662925816080410880,0.322303,1.27033,1.50167,0.120428,-0.257388,0.781721,-0.555123,0.367149,-0.0116852,-0.314313,-0.00096482,0.00161192,-0.00273011,0.0933883,0.0908122,0.0101657
1662925816090411008,0.325991,1.27025,1.4985,0.119803,-0.257308,0.782561,-0.55411,0.370392,-0.00279603,-0.319369,-0.000965243,0.00161156,-0.00272996,0.0934504,0.0908404,0.0101567
1662925816100410880,0.329715,1.27027,1.49528,0.119171,-0.257177,0.783291,-0.553276,0.374636,0.00450652,-0.324487,-0.000965666,0.00161119,-0.0027298,0.093515,0.0908661,0.0101463
1662925816110411008,0.333491,1.27033,1.49201,0.118561,-0.257046,0.783949,-0.552535,0.380634,0.00878471,-0.329686,-0.00096609,0.00161081,-0.00272964,0.0935822,0.0908891,0.0101345
1662925816120410880,0.337335,1.27043,1.48869,0.117991,-0.256925,0.784614,-0.551768,0.388303,0.00989744,-0.334849,-0.000966515,0.00161044,-0.00272946,0.0936517,0.0909095,0.0101215
1662925816130411008,0.341262,1.27053,1.48531,0.117471,-0.256812,0.785381,-0.55084,0.397109,0.00899419,-0.33987,-0.000966938,0.00161005,-0.00272928,0.0937236,0.090927,0.0101074
1662925816140410880,0.345274,1.27061,1.48189,0.116969,-0.256701,0.786294,-0.549696,0.405089,0.00788951,-0.344151,-0.000967362,0.00160967,-0.00272909,0.0937976,0.0909416,0.0100923
1662925816150411008,0.349356,1.27069,1.47843,0.116474,-0.256566,0.787347,-0.548354,0.410874,0.00855052,-0.347005,-0.000967783,0.00160927,-0.00272888,0.0938734,0.090953,0.010076
1662925816160410880,0.353483,1.27079,1.47495,0.116024,-0.256364,0.788506,-0.546877,0.414033,0.012568,-0.348488,-0.000968203,0.00160887,-0.00272867,0.0939506,0.0909608,0.0100581
1662925816170410752,0.357631,1.27095,1.47146,0.115637,-0.256102,0.789671,-0.545399,0.415308,0.0197706,-0.348855,-0.00096862,0.00160847,-0.00272845,0.0940289,0.0909648,0.0100386
1662925816180410880,0.361787,1.27119,1.46798,0.115332,-0.255776,0.790769,-0.544023,0.416022,0.0285683,-0.348124,-0.000969035,0.00160806,-0.00272823,0.0941078,0.0909645,0.0100177
1662925816190410752,0.365955,1.27153,1.4645,0.115171,-0.255396,0.791773,-0.542774,0.417852,0.0378855,-0.346796,-0.000969447,0.00160764,-0.00272799,0.0941869,0.0909597,0.00999508
1662925816200410880,0.370152,1.27195,1.46104,0.115133,-0.254961,0.792682,-0.541659,0.421872,0.0460687,-0.345225,-0.000969855,0.00160721,-0.00272774,0.0942658,0.0909498,0.00997036
1662925816210410752,0.374398,1.27244,1.45759,0.115249,-0.254488,0.793551,-0.540584,0.427683,0.0522358,-0.343754,-0.000970258,0.00160678,-0.00272749,0.0943442,0.0909343,0.00994301
1662925816220410880,0.378711,1.27299,1.45416,0.115508,-0.254015,0.794451,-0.539427,0.435153,0.056871,-0.341833,-0.000970658,0.00160634,-0.00272723,0.094422,0.0909128,0.00991279
1662925816230410752,0.383101,1.27358,1.45076,0.11588,-0.253523,0.795452,-0.538102,0.442877,0.0627871,-0.338937,-0.000971053,0.00160589,-0.00272696,0.094499,0.0908849,0.00987945
1662925816240410880,0.387562,1.27425,1.44739,0.116291,-0.252969,0.796542,-0.536661,0.449138,0.0711535,-0.334528,-0.000971444,0.00160543,-0.00272668,0.0945749,0.0908503,0.00984268
1662925816250410752,0.392078,1.27501,1.44407,0.116805,-0.252409,0.797617,-0.535214,0.453811,0.0817882,-0.328875,-0.000971828,0.00160497,-0.00272639,0.0946493,0.0908088,0.00980216
1662925816260410880,0.396632,1.27589,1.44081,0.11748,-0.251869,0.798624,-0.533817,0.456987,0.0938638,-0.322472,-0.000972207,0.00160449,-0.0027261,0.0947217,0.0907608,0.00975775
1662925816270410752,0.401215,1.27689,1.43762,0.118238,-0.251298,0.799535,-0.532554,0.459479,0.106627,-0.315526,-0.00097258,0.00160401,-0.0027258,0.094792,0.0907064,0.00970954
1662925816280410880,0.405822,1.27802,1.4345,0.11906,-0.250663,0.800315,-0.531496,0.462269,0.11853,-0.307911,-0.000972947,0.00160353,-0.00272549,0.0948597,0.0906459,0.00965758
1662925816290410752,0.410464,1.27925,1.43145,0.120018,-0.249999,0.800982,-0.530588,0.466526,0.127986,-0.300237,-0.000973308,0.00160304,-0.00272517,0.0949245,0.0905798,0.00960198
1662925816300410624,0.415158,1.28056,1.42849,0.121066,-0.249314,0.801577,-0.529774,0.472553,0.134213,-0.292934,-0.000973663,0.00160253,-0.00272485,0.0949863,0.0905084,0.00954283
1662925816310410752,0.419917,1.28193,1.42559,0.122123,-0.248568,0.80219,-0.528953,0.479575,0.138251,-0.285786,-0.000974011,0.00160203,-0.00272452,0.0950451,0.0904325,0.00948031
1662925816320410624,0.424749,1.28333,1.42277,0.123171,-0.24774,0.802901,-0.528019,0.486838,0.142555,-0.278216,-0.000974353,0.00160151,-0.00272418,0.095101,0.0903526,0.00941471
1662925816330410752,0.429649,1.28479,1.42003,0.124213,-0.246854,0.8037,-0.526973,0.492934,0.149052,-0.269829,-0.000974687,0.00160099,-0.00272383,0.0951544,0.0902697,0.00934633
1662925816340410624,0.434602,1.28632,1.41738,0.125261,-0.245916,0.804517,-0.525915,0.497348,0.157958,-0.260689,-0.000975015,0.00160046,-0.00272348,0.0952054,0.0901844,0.00927536
1662925816350410752,0.439587,1.28795,1.41482,0.12635,-0.244926,0.805282,-0.524946,0.49933,0.168581,-0.251237,-0.000975334,0.00159993,-0.00272312,0.0952538,0.0900975,0.0092017
1662925816360410624,0.444581,1.28969,1.41236,0.127477,-0.243878,0.805945,-0.524143,0.499401,0.179542,-0.240667,-0.000975644,0.00159939,-0.00272276,0.0952993,0.0900101,0.0091249
1662925816370410752,0.449585,1.29153,1.41,0.128725,-0.242717,0.806451,-0.523598,0.50239,0.188809,-0.229925,-0.000975946,0.00159884,-0.00272239,0.095342,0.0899232,0.0090445
1662925816380410624,0.454652,1.29345,1.40775,0.130111,-0.241488,0.806765,-0.52334,0.512082,0.194682,-0.220367,-0.000976239,0.00159828,-0.00272202,0.0953819,0.0898377,0.00896002
1662925816390410752,0.45985,1.29541,1.40559,0.131601,-0.240273,0.806968,-0.523214,0.528195,0.196092,-0.21252,-0.000976525,0.00159771,-0.00272164,0.0954187,0.0897545,0.00887111
1662925816400410624,0.465224,1.29736,1.4035,0.133111,-0.239103,0.807212,-0.522992,0.546587,0.19531,-0.205717,-0.000976804,0.00159714,-0.00272126,0.0954524,0.0896739,0.00877757
1662925816410410752,0.470774,1.29931,1.40148,0.134554,-0.237948,0.807576,-0.522586,0.562969,0.195413,-0.199108,-0.000977076,0.00159655,-0.00272087,0.095483,0.089596,0.00867938
1662925816420410624,0.476471,1.30128,1.39952,0.135996,-0.236838,0.808025,-0.522024,0.575967,0.197675,-0.192471,-0.000977342,0.00159596,-0.00272048,0.0955105,0.0895207,0.00857654
1662925816430410496,0.482285,1.30327,1.39763,0.137486,-0.235777,0.808507,-0.521367,0.586326,0.202088,-0.185786,-0.000977601,0.00159536,-0.00272008,0.0955352,0.0894477,0.00846906
1662925816440410624,0.48819,1.30532,1.3958,0.138991,-0.23474,0.809008,-0.520658,0.594461,0.207999,-0.179401,-0.000977853,0.00159474,-0.00271969,0.095557,0.0893769,0.008357
1662925816450410496,0.49417,1.30743,1.39404,0.140539,-0.233747,0.809499,-0.519926,0.601514,0.214391,-0.172519,-0.000978099,0.00159412,-0.00271929,0.095576,0.089308,0.00824057
1662925816460410624,0.500219,1.3096,1.39235,0.1421,-0.232763,0.809965,-0.519217,0.608191,0.219858,-0.164967,-0.000978339,0.00159349,-0.00271889,0.0955924,0.0892405,0.00812014
1662925816470410496,0.506336,1.31182,1.39074,0.143648,-0.231769,0.810402,-0.518553,0.615339,0.223248,-0.157158,-0.000978573,0.00159285,-0.00271848,0.0956067,0.0891737,0.00799618
1662925816480410624,0.512529,1.31406,1.38921,0.145162,-0.230745,0.810858,-0.517874,0.623413,0.225055,-0.148951,-0.000978801,0.0015922,-0.00271807,0.0956194,0.0891071,0.00786917
1662925816490410496,0.518808,1.31632,1.38776,0.146654,-0.229732,0.811384,-0.517081,0.632573,0.226145,-0.140247,-0.000979022,0.00159154,-0.00271767,0.0956309,0.0890402,0.00773957
1662925816500410624,0.52518,1.31858,1.38641,0.148149,-0.228756,0.811976,-0.516156,0.641547,0.227316,-0.130871,-0.000979237,0.00159087,-0.00271726,0.0956416,0.0889726,0.00760766
1662925816510410496,0.531637,1.32087,1.38515,0.14965,-0.227819,0.812623,-0.515119,0.649604,0.229518,-0.120707,-0.000979444,0.00159019,-0.00271684,0.0956518,0.0889043,0.00747363
1662925816520410624,0.538165,1.32318,1.38399,0.151135,-0.226896,0.81331,-0.514007,0.655732,0.233572,-0.109956,-0.000979643,0.0015895,-0.00271643,0.095662,0.0888348,0.00733774
1662925816530410496,0.544744,1.32554,1.38295,0.152608,-0.22597,0.814012,-0.512868,0.659736,0.239603,-0.0987366,-0.000979835,0.00158881,-0.00271601,0.0956727,0.0887642,0.00720023
1662925816540410624,0.551356,1.32798,1.38202,0.154176,-0.22508,0.81467,-0.511744,0.662407,0.247016,-0.0869204,-0.000980018,0.0015881,-0.00271559,0.0956843,0.088692,0.00706135
1662925816550410496,0.55799,1.33049,1.38121,0.155868,-0.224246,0.815248,-0.510675,0.664228,0.254984,-0.0743042,-0.000980192,0.00158739,-0.00271518,0.095697,0.0886185,0.00692109
1662925816560410624,0.564639,1.33308,1.38054,0.157648,-0.223454,0.815759,-0.50966,0.665422,0.262983,-0.0605875,-0.000980357,0.00158666,-0.00271476,0.0957108,0.0885434,0.00677933
1662925816570410496,0.571298,1.33575,1.38,0.159523,-0.222683,0.816203,-0.508701,0.666147,0.271445,-0.045673,-0.000980512,0.00158593,-0.00271434,0.0957261,0.0884669,0.00663605
1662925816580410368,0.57796,1.3385,1.37963,0.161502,-0.221961,0.816554,-0.507829,0.666054,0.279817,-0.0299061,-0.000980658,0.00158519,-0.00271392,0.0957431,0.0883889,0.00649121
1662925816590410496,0.584613,1.34135,1.37941,0.16354,-0.221251,0.816792,-0.507103,0.664144,0.288135,-0.0135017,-0.000980793,0.00158444,-0.0027135,0.095762,0.0883093,0.0063448
1662925816600410368,0.591239,1.34426,1.37936,0.165545,-0.220465,0.81691,-0.506605,0.660782,0.295666,0.00305414,-0.000980919,0.00158369,-0.00271308,0.0957828,0.0882282,0.00619691
1662925816610410496,0.597828,1.34725,1.37947,0.16757,-0.219616,0.816894,-0.506333,0.656815,0.301993,0.0191909,-0.000981035,0.00158292,-0.00271266,0.0958055,0.0881454,0.00604766
1662925816620410368,0.604375,1.3503,1.37974,0.169668,-0.218736,0.816777,-0.506204,0.652571,0.306235,0.034558,-0.000981141,0.00158215,-0.00271224,0.0958302,0.0880606,0.00589714
1662925816630410496,0.610879,1.35337,1.38015,0.171879,-0.21782,0.816626,-0.506097,0.648064,0.308925,0.0490711,-0.000981238,0.00158137,-0.00271183,0.095857,0.0879735,0.00574542
1662925816640410368,0.617338,1.35648,1.38072,0.17423,-0.216889,0.816488,-0.505915,0.643749,0.311157,0.0636061,-0.000981324,0.00158059,-0.00271141,0.0958861,0.0878838,0.00559261
1662925816650410496,0.623756,1.3596,1.38142,0.176758,-0.215972,0.816356,-0.505643,0.639507,0.31364,0.0783461,-0.000981401,0.00157979,-0.002711,0.0959172,0.0877915,0.00543886
1662925816660410368,0.630127,1.36275,1.38228,0.179439,-0.215072,0.816189,-0.505353,0.634641,0.316142,0.0933128,-0.000981467,0.001579,-0.00271058,0.0959504,0.0876964,0.0052842
1662925816670410496,0.636449,1.36592,1.38329,0.182274,-0.214191,0.815963,-0.505078,0.629672,0.318687,0.108632,-0.000981523,0.00157819,-0.00271017,0.0959855,0.0875984,0.00512863
1662925816680410368,0.642718,1.36912,1.38445,0.185227,-0.213335,0.815668,-0.504841,0.62387,0.320814,0.123794,-0.000981569,0.00157738,-0.00270976,0.0960225,0.0874972,0.00497209
1662925816690410496,0.648925,1.37234,1.38576,0.188261,-0.212489,0.815276,-0.504709,0.617402,0.321894,0.138245,-0.000981604,0.00157656,-0.00270936,0.0960616,0.0873927,0.00481454
1662925816700410368,0.65507,1.37556,1.38721,0.191372,-0.211628,0.81479,-0.504686,0.611827,0.32149,0.151407,-0.000981627,0.00157574,-0.00270896,0.0961024,0.0872851,0.00465589
1662925816710410240,0.661168,1.37876,1.38879,0.194536,-0.210771,0.814253,-0.504701,0.607964,0.319516,0.163227,-0.000981639,0.00157491,-0.00270855,0.0961449,0.0871749,0.00449584
1662925816720410368,0.667233,1.38194,1.39047,0.197776,-0.209965,0.813712,-0.50465,0.604987,0.316702,0.174501,-0.000981639,0.00157408,-0.00270816,0.0961889,0.0870624,0.0043339
1662925816730410240,0.673268,1.3851,1.39227,0.201049,-0.209203,0.813223,-0.504461,0.601642,0.314718,0.185715,-0.000981628,0.00157325,-0.00270776,0.0962343,0.0869478,0.00416962
1662925816740410368,0.679258,1.38824,1.39419,0.204316,-0.208499,0.812763,-0.504181,0.595779,0.31454,0.197535,-0.000981606,0.00157241,-0.00270737,0.0962811,0.0868316,0.0040026
1662925816750410240,0.685175,1.39139,1.39623,0.207576,-0.207842,0.81227,-0.503916,0.587226,0.31607,0.209813,-0.000981572,0.00157157,-0.00270699,0.0963289,0.0867143,0.00383267
1662925816760410368,0.691,1.39457,1.39838,0.210824,-0.2072,0.811682,-0.50378,0.577615,0.318347,0.221969,-0.000981527,0.00157073,-0.0027066,0.0963774,0.0865966,0.00365966
1662925816770410240,0.69673,1.39776,1.40066,0.214025,-0.206553,0.810976,-0.503833,0.568473,0.320182,0.233513,-0.000981471,0.00156989,-0.00270623,0.0964262,0.0864789,0.0034833
1662925816780410368,0.702376,1.40096,1.40305,0.21722,-0.205936,0.810149,-0.504048,0.560728,0.320487,0.243968,-0.000981404,0.00156904,-0.00270585,0.0964751,0.0863617,0.00330335
1662925816790410240,0.70795,1.40416,1.40554,0.220379,-0.205373,0.809254,-0.504345,0.553946,0.318849,0.253385,-0.000981327,0.00156819,-0.00270548,0.0965238,0.0862455,0.00311965
1662925816800410368,0.713454,1.40733,1.40812,0.223524,-0.204875,0.808336,-0.504634,0.546825,0.314225,0.262625,-0.000981241,0.00156735,-0.00270512,0.0965721,0.086131,0.00293225
1662925816810410240,0.718885,1.41044,1.41079,0.226678,-0.204425,0.807449,-0.504831,0.539178,0.307975,0.272008,-0.000981144,0.0015665,-0.00270476,0.0966198,0.0860185,0.00274129
1662925816820410368,0.724232,1.41348,1.41356,0.229822,-0.204019,0.80663,-0.504882,0.529864,0.300707,0.28192,-0.000981038,0.00156565,-0.00270441,0.0966671,0.0859083,0.00254674
1662925816830410240,0.72948,1.41645,1.41643,0.232919,-0.203623,0.805867,-0.504841,0.51942,0.293278,0.292331,-0.000980923,0.0015648,-0.00270406,0.0967138,0.0858009,0.00234859
1662925816840410112,0.734622,1.41935,1.41941,0.23595,-0.203196,0.805153,-0.504746,0.508981,0.287091,0.302419,-0.0009808,0.00156395,-0.00270371,0.09676,0.0856965,0.00214694
1662925816850410240,0.739663,1.4222,1.42248,0.238865,-0.202728,0.804489,-0.504622,0.499346,0.283487,0.312054,-0.000980668,0.0015631,-0.00270338,0.0968055,0.0855958,0.00194223
1662925816860410112,0.744609,1.42503,1.42565,0.241598,-0.202234,0.803878,-0.504492,0.489619,0.283566,0.321284,-0.000980527,0.00156225,-0.00270305,0.0968503,0.0854994,0.00173502
1662925816870410240,0.749455,1.42788,1.42891,0.244281,-0.201808,0.803209,-0.504436,0.479782,0.286434,0.33005,-0.000980379,0.00156141,-0.00270272,0.0968941,0.0854076,0.00152569
1662925816880410112,0.754205,1.43076,1.43225,0.246947,-0.201454,0.802472,-0.504452,0.469826,0.29057,0.338321,-0.000980223,0.00156057,-0.0027024,0.096937,0.085321,0.00131463
1662925816890410240,0.758846,1.43369,1.43567,0.249518,-0.201169,0.80164,-0.504624,0.45823,0.29469,0.346445,-0.000980059,0.00155972,-0.00270209,0.0969787,0.08524,0.00110231
1662925816900410112,0.763369,1.43665,1.43918,0.252047,-0.200922,0.800705,-0.504949,0.446385,0.296401,0.353944,-0.000979889,0.00155888,-0.00270179,0.0970193,0.0851648,0.000889314
1662925816910410240,0.767774,1.4396,1.44276,0.254542,-0.20073,0.799676,-0.505405,0.434887,0.294567,0.361508,-0.000979712,0.00155805,-0.00270149,0.0970589,0.0850952,0.000676101
